Lch,Wch,Tox1,Tox2,Ion_N,Ioff_N,Vth_N,SS_N,Ion_P,Ioff_P,Vth_P,SS_P
36.47,38.89,1.3,1.84,6.10941567337771e-6,4.94530234072542e-11,0.2240578583584343,62.258218347198216,7.97716973114648e-6,3.13398460255624e-10,-0.1669522043129013,60.05737575577438
42.55,67.44,0.99,2.84,1.00215430671464e-5,7.52172653222321e-11,0.2227256691019082,62.37139891186562,1.45342095261434e-5,3.1600611818038e-10,-0.1763189596420157,60.53161206007797
33.59,26.78,1.16,1.89,4.59651158175408e-6,3.76198900864666e-11,0.2225910473128922,62.31523680714676,5.57960475780476e-6,1.73904831657076e-10,-0.1748866585673977,60.04585025800729
41.14,83.91,0.42,1.35,1.73640859342678e-5,8.05797855364492e-11,0.222296450281276,60.3792696179863,1.87721167646241e-5,8.91166323954442e-11,-0.2144251411779228,60.934825810414345
43.0,87.26,0.8,1.53,1.48123428973713e-5,8.30784906901465e-11,0.2241623077549791,60.943433574016005,1.86325570733698e-5,1.80436842049798e-10,-0.1964591622656379,61.27979857704508
7.53,18.0,0.38,2.17,5.32863868914057e-6,2.9344601313079e-10,0.2042867694034375,63.78573730589962,3.89101818998386e-6,3.50952723148502e-10,-0.195674409052833,61.43336102534258
11.98,10.44,1.19,2.25,2.56319839135201e-6,9.47231322316725e-11,0.2078530489854255,64.55942868524127,2.0996182783545e-6,5.16559265083274e-10,-0.1561858645928594,61.87786454561201
19.39,56.24,1.42,2.02,1.11804964826615e-5,1.99929361983208e-10,0.2163401107257963,60.96405260408866,1.25669396760045e-5,1.90992954214666e-9,-0.1496088191225688,62.11141467741628
40.24,10.69,0.98,2.59,1.76383918373254e-6,1.22208642005705e-11,0.2219484013742895,62.01431947523955,2.11907697455033e-6,4.58217885069449e-11,-0.1797757614870616,61.238827344062464
30.58,73.83,0.74,2.05,1.43073418183656e-5,1.10592553230964e-10,0.2218493461609093,61.97600177943816,1.61738332066513e-5,2.72184155677475e-10,-0.1923751614293124,60.05002890279174
40.15,99.51,0.26,2.69,1.97011796560298e-5,1.1211288913624e-10,0.2195151622243127,61.68981686419212,2.20743496883935e-5,1.28520974813197e-10,-0.2107253029422768,60.26125520165221
23.34,53.0,1.28,1.24,1.05884896246678e-5,1.15725926995861e-10,0.221409046036781,62.34920048904353,1.18596584995773e-5,5.36401806288072e-10,-0.1738000947014012,59.57397984044451
37.54,25.53,1.19,1.87,4.06658565108804e-6,3.09368941232801e-11,0.2237582335467622,62.04139307629573,5.33319764598096e-6,1.46925911126319e-10,-0.1744391736079104,59.838466363145095
8.79,30.24,0.58,2.49,8.18425922884141e-6,5.5241838391319e-10,0.199255636363894,63.82878464621369,6.31548751820902e-6,1.02774303042586e-9,-0.1767608059652575,62.11942153973192
17.03,75.23,1.29,2.05,1.54387082240654e-5,3.16748891505365e-10,0.2158076603666783,61.10614553372791,1.64205873361432e-5,2.55839739100894e-9,-0.1547323126949438,61.299365419116185
34.29,26.27,1.29,2.01,4.29275150388834e-6,3.73468677297402e-11,0.2223717784210749,62.53618019061397,5.40087923552305e-6,2.31352018335053e-10,-0.1665798388137094,60.397460992870215
11.49,29.24,0.78,2.72,7.37391251706637e-6,3.15497496880953e-10,0.2055556972429886,64.0972323590479,6.12268752232332e-6,1.19068326190199e-9,-0.1628515164992268,61.9999376964201
11.07,30.45,0.25,1.62,8.75300893067972e-6,1.58355688706172e-10,0.2153005168106895,61.25531850686809,6.68820796632738e-6,1.55792348100875e-10,-0.2129686760211242,60.39367308584906
43.06,44.72,0.37,1.73,8.90647407337469e-6,4.11501330669438e-11,0.2225277590268191,60.42666485012374,9.53961841355161e-6,4.25977809928841e-11,-0.2163712321048778,60.365844629291715
23.18,57.73,1.09,2.06,1.14836774455403e-5,1.38525476584878e-10,0.2193246935427514,61.84190723462032,1.28767698353685e-5,5.85178090079566e-10,-0.1742704688710904,59.821410436203095
10.34,86.11,0.44,1.63,2.42549993529326e-5,5.56636230484873e-10,0.2138758432772314,60.74158745682104,1.91290880027695e-5,7.78594825043155e-10,-0.2013050082642509,62.17214568381924
42.82,47.99,1.29,2.85,6.59615264346323e-6,5.4978975091004e-11,0.223497637390159,62.66529739905016,1.04513274280674e-5,3.98879157229987e-10,-0.1611729846946486,61.38402727855918
23.61,26.53,0.75,1.87,5.8411273676499e-6,5.49197036552035e-11,0.2199114052348637,62.25626437542585,5.52418602918472e-6,1.1824715001757e-10,-0.194197958761602,60.47367014640508
17.74,16.44,1.19,2.62,3.5605559709672e-6,6.66593241316049e-11,0.2149791512236478,61.060998703880124,3.52421179123005e-6,5.61062069816268e-10,-0.1534106636589349,61.63837902008494
24.1,99.33,1.32,2.98,1.75852600095098e-5,2.87611938346494e-10,0.2163373701438512,60.914771078547744,2.19648935491348e-5,2.36467792431682e-9,-0.152385971831879,60.61416306822986
43.08,21.39,0.23,1.7,4.61083944607928e-6,1.92204192451817e-11,0.2222089339185776,60.11880413903555,4.58716711697525e-6,1.53687315203735e-11,-0.224604136585624,59.02577247612741
11.24,71.89,0.73,2.59,1.84221687181021e-5,7.58740594955725e-10,0.2064098787118376,64.3192412651547,1.62395090303991e-5,2.571607887158e-9,-0.1664021476195442,63.22550902185215
16.11,36.97,0.89,2.67,8.41724550341781e-6,1.86300131787206e-10,0.2118200926504854,62.120686321812805,7.81090532277214e-6,8.06654455860434e-10,-0.1683598864125213,62.67927874160184
34.38,50.41,1.3,1.78,8.17594914160556e-6,7.01670680324154e-11,0.2229979752311573,62.465801532681375,1.10843416983312e-5,3.92697108115715e-10,-0.1701013828655493,59.134464857213686
41.84,76.89,0.91,1.79,1.23898625823764e-5,7.79125121135894e-11,0.2241569343316597,61.33318214632172,1.70256834981325e-5,2.24224726813645e-10,-0.1895737916360516,59.05320259026081
30.47,19.43,0.54,2.41,3.99740148253579e-6,2.93501314382655e-11,0.2207679647977229,61.94962442821253,4.14078457045915e-6,5.15369262617124e-11,-0.2008280290260906,60.60904120354776
10.56,74.22,0.59,1.52,2.05684721760727e-5,4.83290348310361e-10,0.2137489370411036,60.649156968656094,1.60539691521876e-5,8.506548712421e-10,-0.1945574500047805,60.21088681854315
18.17,58.71,0.39,2.24,1.46798463507679e-5,1.76755095074582e-10,0.2168257205708121,61.60880925063428,1.31393926007912e-5,2.61046943304043e-10,-0.2028942232706853,60.80247212713709
20.01,14.32,0.91,1.57,3.27729575997079e-6,3.68905347127168e-11,0.2189303042229731,61.96911822093193,2.85818751790122e-6,1.06463000082595e-10,-0.1864460272334037,60.126496169131556
19.76,31.69,1.32,1.6,6.51855797623586e-6,9.67879629956177e-11,0.2179538047703946,61.455936261016014,6.64495249403608e-6,6.22325798565669e-10,-0.1620763970118667,61.66872158874111
37.35,59.53,1.37,2.36,8.88267251142906e-6,7.88021306269452e-11,0.2232723437964714,62.63752504789305,1.33106108035579e-5,6.25965082039342e-10,-0.1593493349775172,60.823773757833855
10.58,20.05,1.44,2.79,4.73384265373532e-6,4.22654809169669e-10,0.1977186631284643,66.88511834431928,4.29661474364419e-6,4.71443969898071e-9,-0.1223543784835579,67.28628209367257
27.82,13.29,0.38,1.73,3.11447108841247e-6,2.02440520498167e-11,0.2210089947341355,61.104990092611864,2.71574942687417e-6,2.20627152829904e-11,-0.2140159561009833,61.19150846213604
23.11,50.94,1.39,1.69,9.71602520654034e-6,1.23800617597676e-10,0.2201105935527828,61.92527780305204,1.13018494751893e-5,7.56355666757097e-10,-0.1640736691397842,61.65478492742634
12.28,12.08,0.94,2.12,2.96147926392843e-6,8.78298055505706e-11,0.2100226323242758,62.97521786038477,2.2860392086868e-6,3.28373169549059e-10,-0.1699731267731667,62.03928337183681
13.76,53.63,1.47,1.62,1.2043451816964e-5,3.42921652723197e-10,0.212679281006533,63.15518443263665,1.19041754685926e-5,3.41808900680694e-9,-0.1453847063035699,62.284626098261214
10.42,93.66,0.51,2.74,2.50151865784106e-5,1.13142752631458e-9,0.204927280863998,63.97184886288935,2.10343681875834e-5,2.76606316182262e-9,-0.1745860664395595,62.13269185999783
21.17,55.84,0.99,2.3,1.15456121935013e-5,1.52979898199206e-10,0.2184960460399867,61.662015457298494,1.23541446367444e-5,5.78570090808865e-10,-0.1765118462833981,60.61964378906121
25.37,21.6,0.48,2.36,4.81105543306213e-6,4.28342928420901e-11,0.2179992356299881,61.85716141117629,4.51034479367883e-6,6.23368258643508e-11,-0.2038528075755964,59.6214968587504
26.51,50.02,1.12,2.63,9.18297232549763e-6,1.06256764888368e-10,0.219494966421212,61.86121656308836,1.12855062735236e-5,5.65011060936558e-10,-0.1676405202576459,60.43893619889073
39.49,56.04,1.37,2.18,8.16406112307595e-6,6.83934456569397e-11,0.223542247399622,62.56113062139859,1.24178628728331e-5,4.82873173300364e-10,-0.1622413444821269,61.308929791483216
31.64,92.85,0.26,2.67,2.00134381125539e-5,1.37832056650031e-10,0.2191755459159625,62.04333691139276,2.06878227526864e-5,1.60361819525232e-10,-0.2107581788132749,60.369638163250414
23.92,68.01,0.71,1.5,1.51969708928426e-5,1.32320504716243e-10,0.2207025705004599,62.06861503667518,1.50816803546667e-5,2.44687968005622e-10,-0.1987123282281255,61.106809390832254
23.29,49.77,0.91,2.94,9.98217201381049e-6,1.33710351504466e-10,0.2165969491869291,61.24572625810862,1.10780825428838e-5,5.28107409270932e-10,-0.1737665342233415,59.77820264308545
30.39,37.12,1.06,2.4,6.48806058485102e-6,6.20987068259884e-11,0.221156133877977,62.29907449234254,7.75364525104125e-6,3.40171044705559e-10,-0.1695239257363835,59.63549456100142
44.48,87.14,0.41,2.15,1.64495749820736e-5,8.15217684182568e-11,0.2218608465905646,60.95151727879697,1.94661424197729e-5,1.01806844972991e-10,-0.2105387866761224,60.20822489350003
17.25,20.21,0.73,2.28,4.7237388218794e-6,7.01864797125905e-11,0.2167382493947286,61.408481158228014,4.27697169376323e-6,1.84244719781207e-10,-0.1869413371706438,60.97276094826299
37.91,57.08,0.5,1.33,1.16972830867448e-5,5.94710026352929e-11,0.2232153046541491,60.44501853223169,1.27508615560548e-5,7.41771181367696e-11,-0.2116691967405639,60.49572183464283
18.6,57.68,0.67,2.85,1.29763947265669e-5,2.13275508200252e-10,0.2143737774294337,60.795644602733205,1.28328496794793e-5,6.43112484831996e-10,-0.1795869908049348,61.83936645514609
31.99,51.22,1.21,1.71,8.7995908767601e-6,7.54646100449762e-11,0.2232395268204496,62.35438672011902,1.12669860033067e-5,3.68596932626449e-10,-0.173969499800192,59.76994770813291
20.76,81.63,0.94,2.9,1.70854132669281e-5,2.80402734108122e-10,0.2140373574712791,60.754794237916684,1.85578616973603e-5,1.43646332406625e-9,-0.1642468429644511,62.537232264754216
14.08,31.18,0.66,2.78,7.62551042096574e-6,1.860065008733e-10,0.2113484912910746,62.49747173687345,6.96462762030835e-6,5.77793907583475e-10,-0.1768793889733363,61.016304246497164
13.09,99.03,0.85,2.81,2.38746855203546e-5,8.10002173665317e-10,0.2083881839412081,64.49466551122437,2.22037508804171e-5,2.11183992927739e-8,-0.1177092117386461,66.3461909204208
9.55,66.39,0.44,1.53,1.90956037128954e-5,4.79495167052649e-10,0.2131618349671203,60.493652011210585,1.48095606477429e-5,6.12971696605318e-10,-0.2037359595717138,61.77015211849031
9.43,80.44,0.25,2.16,2.31278053636657e-5,7.8042244978558e-10,0.2080550407371423,62.91984853206574,1.75523013826815e-5,8.42867951310967e-10,-0.2022532188840252,62.784572681353204
18.02,80.71,0.82,1.92,1.86410165282982e-5,2.5645153849381e-10,0.2177490433924226,61.60397334861779,1.76032143287731e-5,7.89425303036425e-10,-0.1829267770501799,61.86273800100912
12.68,23.32,0.62,2.31,6.05268286870864e-6,1.55560357223673e-10,0.2098951987040152,62.37105333292194,4.95440143274727e-6,3.81639053546957e-10,-0.1806532554403023,61.73337104001509
39.04,88.1,1.46,1.32,1.28847520447078e-5,1.01958599462234e-10,0.2247466260250349,62.06070077980996,1.90582291637031e-5,7.09032693089409e-10,-0.1642594401076913,60.56058077397818
13.07,37.72,1.03,1.53,9.36975292552333e-6,2.02501176091066e-10,0.2145074661610665,60.68671245427858,8.42578459441775e-6,4.12673961481037e-9,-0.1333456990005448,62.82645481939329
33.97,32.6,1.17,2.78,5.24984962355262e-6,5.03621275589262e-11,0.2208636216120953,62.1396080227935,7.1125652251905e-6,3.04825979543039e-10,-0.1652629668372705,60.908203768904
19.54,43.98,1.42,2.52,8.66880754591296e-6,1.72777427339519e-10,0.2145218856940631,61.76701727974139,9.72080927003644e-6,1.91297345960263e-9,-0.1431839248854058,61.6232896335696
9.76,32.05,1.0,2.76,8.1687199370746e-6,6.02980854539882e-10,0.1999996177620187,65.46266132206088,6.83506858463212e-6,3.55418050638813e-9,-0.1443964592315089,64.34051695614225
10.52,59.61,0.4,2.55,1.61962743277633e-5,5.78640761156194e-10,0.207797910134957,64.02214984424702,1.32641832820599e-5,1.02055945128054e-9,-0.1873977035503489,62.60342621022498
20.52,73.22,0.47,2.32,1.72698517443771e-5,1.97758929303113e-10,0.2163587269319655,61.39717080152124,1.61539709651647e-5,3.50412403205518e-10,-0.1967195462350593,61.376231495567005
14.45,66.03,0.33,1.29,1.852803914871e-5,2.14192999608443e-10,0.2190708384455401,62.03306119998174,1.47660600697618e-5,1.99684658774555e-10,-0.2184621071724606,61.20704844011397
38.74,40.93,1.25,2.51,6.1456339835333e-6,5.17479924953105e-11,0.2226966322303676,62.56907741451479,8.38615447260021e-6,3.26928920815934e-10,-0.1650600395282297,60.48107995257182
26.87,24.0,0.67,2.91,4.64353866649487e-6,4.7428324958486e-11,0.2188345773921372,61.94184570019159,5.06204094060322e-6,1.17867180506616e-10,-0.1893877234355568,59.04105303506903
41.05,85.55,1.46,2.47,1.18327651006561e-5,1.04783297318789e-10,0.2229435436299731,62.45600545683737,1.89814796405951e-5,9.70662916339594e-10,-0.1550281062685601,59.262848535240714
31.49,36.42,1.11,1.3,6.59248829067032e-6,5.11381684626663e-11,0.2238350566508399,61.76752559466125,7.73128954214626e-6,1.96762861304523e-10,-0.181110801953179,61.23455880245003
24.87,43.23,0.52,1.94,9.89002749078531e-6,8.24133236274023e-11,0.2192863816218149,62.15125592012366,9.65574486123222e-6,1.2018273029556e-10,-0.2052457968566166,58.95477115494245
29.79,94.96,0.29,2.27,2.15069800059084e-5,1.47819875066661e-10,0.2187066062960641,61.893705747585386,2.10621204682407e-5,1.65809289953743e-10,-0.211199330995392,60.33404054646962
35.99,71.53,1.17,1.75,1.15761473816097e-5,9.0171746211847e-11,0.2240462873935112,62.03850485896119,1.58746399009193e-5,4.30396613362895e-10,-0.1747199052900714,60.00112113502368
44.54,88.7,1.19,1.44,1.31934598120526e-5,8.46642483265694e-11,0.2248503486166466,61.43776088026028,1.97054602601152e-5,3.60865836864512e-10,-0.1781080492234878,61.08425033105645
30.29,86.97,1.35,2.34,1.4297658393537e-5,1.54449085238851e-10,0.2212054646708132,62.133379203595126,1.89044295254605e-5,1.43556968781126e-9,-0.1543889442293304,59.0776311579337
28.14,77.34,0.79,2.3,1.49779485981191e-5,1.38177304763846e-10,0.2201319165295685,62.194748846024424,1.68369636586003e-5,3.75184981511412e-10,-0.1875929643805296,59.07099649476341
13.49,45.07,0.53,2.17,1.16656443621523e-5,2.18754450374277e-10,0.214522936209567,60.905008998599214,1.00003328990488e-5,4.70252784132065e-10,-0.1921508954305813,60.36012634563473
28.74,87.63,1.25,1.59,1.56589995022524e-5,1.50860474758416e-10,0.2220286020677536,62.46779482260828,1.96578485598993e-5,7.9201418074784e-10,-0.1710088892116028,58.768713376064085
37.99,28.06,1.38,1.96,4.159494119533e-6,3.48566675540422e-11,0.2237967385968484,62.399787341765645,5.75357704987615e-6,2.41365767619586e-10,-0.1634183446960605,60.95930396756406
29.72,43.15,1.36,2.6,7.14683007551414e-6,8.28272260294846e-11,0.2196692076742284,61.75307318689005,9.36857509881824e-6,6.76915186816666e-10,-0.1558948541499285,59.59922147458217
25.85,42.99,1.27,1.88,7.89047747490922e-6,8.67925259727994e-11,0.2213305658272729,62.28174052513489,8.86128049755122e-6,4.97548856372297e-10,-0.1674564878192466,60.33896274140907
14.93,71.76,1.07,1.4,1.68734536473559e-5,3.0505435479261e-10,0.2163501901857821,61.159096688797874,1.58024660367053e-5,1.29324917073271e-9,-0.1740111949080883,59.986290063859954
28.1,37.61,0.65,1.39,8.03283588681183e-6,5.7553193889291e-11,0.2219972392673911,61.337927798562866,8.29711667137664e-6,9.685533539849e-11,-0.2028220182142143,59.347808301350945
38.6,40.79,0.95,2.38,6.35858673233181e-6,4.92759091862002e-11,0.2224913721185992,62.188519823636604,8.83080792127139e-6,1.7547669842797e-10,-0.1807275243017971,60.908520687530654
8.66,70.85,0.43,1.51,2.03867423458556e-5,6.58951524998489e-10,0.2100587651472295,61.815586958192114,1.60317450862205e-5,7.04834153399885e-10,-0.2054773997146821,61.66802645273648
33.93,15.02,1.41,2.63,2.36195788571201e-6,2.30553293178686e-11,0.2213701885050229,62.24937822382877,2.98316203572304e-6,1.92180765509601e-10,-0.1576069942240512,60.229303119969785
30.65,49.17,1.28,1.44,8.60939862360902e-6,7.43152072945771e-11,0.2237819015775169,62.23022507531768,1.09214722529835e-5,3.88793486463154e-10,-0.1730507024904939,59.456146004101534
38.36,13.75,1.02,1.88,2.31690360163701e-6,1.57454960806545e-11,0.2232475632280286,61.6472469649524,2.79275677088437e-6,5.89797239374489e-11,-0.1809009238536118,60.79677899762346
31.05,10.08,0.75,1.76,2.05259011041614e-6,1.39415997597363e-11,0.2224738519502247,61.35424319025404,1.99745696106205e-6,2.92201215453176e-11,-0.1974506311000102,61.49939795022265
8.97,11.01,0.67,2.14,3.05955823559705e-6,1.46756543719743e-10,0.2043465326925653,63.719520058732115,2.2569007552842e-6,2.70328163541315e-10,-0.1833611525573292,62.4498827655231
29.17,39.98,1.22,1.26,7.38622461076048e-6,6.42152499666305e-11,0.2225755097964491,62.24990382289407,8.75127196215297e-6,2.90164540537551e-10,-0.1752637061435909,60.05544475862733
20.75,41.95,0.51,1.71,1.02338576330859e-5,9.89823755443038e-11,0.2184465017643711,61.95369525507924,9.22785706692186e-6,1.52811789519991e-10,-0.2029069511914755,59.936013658814524
30.11,84.74,0.55,2.89,1.68418652568827e-5,1.4910193019358e-10,0.2178493616356173,61.687053983353366,1.91216202655293e-5,3.09758256561967e-10,-0.1925078164072686,60.06059947926234
33.8,14.08,0.28,2.3,3.0850606868244e-6,1.80885129881946e-11,0.2199848945782728,61.2981498743402,2.80180379447374e-6,1.83690091690826e-11,-0.2155929230439696,61.11687324599267
31.37,76.17,0.83,1.63,1.47509965242435e-5,1.06551925861389e-10,0.2228911836756428,61.61446104920218,1.71677852414933e-5,2.73623010348168e-10,-0.1920396286442877,59.91004351324683
24.04,77.96,0.61,2.78,1.65834082499687e-5,1.86689032678377e-10,0.2168240762413638,61.43381224601407,1.67542130884339e-5,3.99416653186589e-10,-0.191198553950474,59.64786399986593
24.67,27.28,1.44,1.84,4.91193250048274e-6,6.27815481628163e-11,0.2195419702331368,61.77928811752837,5.82126370984486e-6,4.49785620893135e-10,-0.1594706563343654,60.741522433595215
19.09,96.99,0.58,2.33,2.26594326774904e-5,2.97982454453426e-10,0.2163138162751806,61.34960276034065,2.13442003608743e-5,6.46072041627723e-10,-0.1913287394753836,59.65469308857337
25.16,54.55,0.33,1.69,1.33272761116234e-5,9.6264696526262e-11,0.2195536675745113,61.50236781945477,1.19540557779434e-5,9.18345233160204e-11,-0.2166099684731437,60.74636194961458
26.48,13.2,1.47,1.48,2.4107168998298e-6,2.49330474832693e-11,0.2221728532886417,62.543639131764294,2.65474666512435e-6,1.72177232705419e-10,-0.1630366652525129,61.56956224207455
42.73,88.14,0.9,1.75,1.43917974070181e-5,8.70977643542389e-11,0.2241485494741099,61.288435445241916,1.96196349525112e-5,2.40508163118983e-10,-0.1904259491346321,59.330500078298364
41.4,21.33,0.4,2.98,3.94856963042693e-6,2.32928951268846e-11,0.2206019032371382,61.752260832415615,4.58446690566821e-6,3.29756049306335e-11,-0.2066399686680929,58.94746477199985
9.01,92.96,0.63,1.78,2.61173752351367e-5,1.12728520844352e-9,0.2057863125711437,64.03129172730846,2.09445538124599e-5,1.98094698819342e-9,-0.1856546832872916,62.978935364181865
32.18,81.66,0.95,1.49,1.52384852123617e-5,1.12017696653946e-10,0.2232323112316296,61.7036775006607,1.82973952041626e-5,3.39797012372604e-10,-0.1880744273748346,58.8389676088307
32.28,30.26,0.25,1.46,6.96666611544825e-6,3.68699045040462e-11,0.2218764451471323,60.29334514802966,5.9719772387709e-6,2.94101241443001e-11,-0.2248450249008091,59.02330079588619
31.68,83.15,1.36,2.2,1.33999320954656e-5,1.35209985431564e-10,0.2223559206224895,62.425454256035934,1.80966824550879e-5,1.0838074052965e-9,-0.158870234091458,60.6251681688218
